query,frequency,category_breakdown
"Find a shop offering a motorcycle brake light with free delivery and a cost below 46 PHP, another brake light compatible with Yamaha bikes, and a mini driving light suitable for any motorcycle model priced under 1844 PHP.",1,Shop:1
"Find shops offering car covers where one product has a 2-tone color and fits a Nissan Armada, and another has a color suitable for white car spoilers, fits a Honda City, and costs under 901 PHP.",1,Shop:1
"Find shops offering canvas tote bags with a plain pattern and trendy style, priced between 663 and 1441 PHP, as well as shops selling large capacity canvas tote bags for women.",1,Shop:1
"Find shops offering multiple products where: (1) an a-line dress in medium, sky blue, sleeveless, plain style, made from alternative materials, with free shipping; (2) a luxury evening gown in small, blue, crafted from other materials, free shipping included, and priced above 130 PHP; (3) a black mini shirtdress in 3XL, plain pattern, shirt collar, and under 556 PHP. Only show shops that sell all these types of dresses.",1,Shop:1
"Find shops offering these items: a bear brand powdered milk drink over 158 pesos, ligo sardines (sardines variety) under 403 pesos, 555 tuna mechado in can packaging, and argentina corned beef (halal, cupboard storage) for less than 521 pesos.",1,Shop:1
"Find shops offering these items: First, a corn seed product priced below 15 PHP. Second, a grass seeds item with a price ranging from 9 to 20 PHP. Third, a sweet corn seed with the c4-hybrid sweet corn variation, costing more than 6 PHP.",1,Shop:1
"Find a shop offering both a Honda coolant (blue, under 530 PHP) and a Toyota gear oil (1 piece, products only, over 187 PHP). Use the basic categories: coolant and gear oil.",1,Shop:1
"Find products in the vacuum cleaner category. Also, look for LED bulbs that are 5w, single piece, energy efficient, white color, and 5 wattage. Search for solar-powered lights with 5v input voltage and available for cash on delivery. Lastly, show me hair straightening brushes in random color, suitable for curly hair, and can be paid via cash on delivery.

My budget is only `654`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `408`.
3. It provides a fixed discount of `99`.",1,Voucher:1
"Show me crew neck tops in royal blue made from cotton spandex that support cash on delivery, and also modern ceramic tea sets with a long shape and 4 cups.

My budget is only `586`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `130`.
3. It provides a percentage discount of `30%` with a cap of `104`.",1,Voucher:1
"I'm looking for a suzuki motorcycle part, a casual petite women's dress with a plain pattern, round-neck collar, and cash on delivery option, and baby nipples suitable for 0-3 months.

My budget is only `892`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `1199`.
3. It provides a percentage discount of `48%` with a cap of `956`.",1,Voucher:1
"Show me a pair of high quality front fork shock absorbers for motorcycles with free delivery, a 3-in-1 carbon monoxide air quality monitor from inkbird, a black adjustable ankle support for sports, and a unisex nylon backpack for school.

My budget is only `2473`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `2102`.
3. It provides a fixed discount of `380`.",1,Voucher:1
"Looking for akoto brand motorcycle spoiler in carbon color, model compatible with honda adv150 2019-2022. Also searching for garden ground cover fabric, size 1*50m, suitable for pruning knives.

My budget is only `796`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `706`.
3. It provides a percentage discount of `19%` with a cap of `568`.",1,Voucher:1
"Find a crossbody bag made of nylon in white and gray with white elves, a jeans skirt accessory in champagne color (8 pieces per pack), and a red liquid silicone phone case for nova 8i that fits huawei nova 8i/honor 50 lite, has a movies & music theme, and supports cash on delivery.

My budget is only `332`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `203`.
3. It provides a fixed discount of `58`.",1,Voucher:1
"Looking for a women's tank top in brown chocolate color with a crew neck; also searching for a face towel set made of microfibre, thin type, with cash on delivery available; and a pair of women's earrings for females, color e2108, featuring cubic zirconia and imitation pearl as main stones, model e2165.

My budget is only `395`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `365`.
3. It provides a fixed discount of `150`.",1,Voucher:1
Looking for a pearl white hair remover roller under 403 PHP?,1,Product:1
"Looking for a black 20cm single camping mattress by mountainhiker, single size, with complimentary shipping and priced under 1897 PHP.",1,Product:1
"Show me a conditioner with milk protein variant for curl boosting, sold as a single piece, priced from 138 to 155 pesos.",1,Product:1
"Looking for a pink luxury phone case made of TPU, compatible with OPPO A3S, featuring a soft cover design and crafted from soft material.",1,Product:1
"Find brown laundry baskets set of 2 with 50-liter capacity, priced above 84 pesos.",1,Product:1
Show me coconut snacks under 243 pesos.,1,Product:1
Show me glass tube products in the 5pcs color option that support cash on delivery and cost under 255 PHP.,1,Product:1
I'm looking for a trouwids water filter set that supports pay on delivery.,1,Product:1
"Find a shop offering a smartwatch with no brand, priced under 664 PHP. Also, look for redmi earbuds with bluetooth, a built-in mic, 480mah battery, and costing more than 83 PHP. Include a portable bluetooth speaker with a built-in battery for less than 154 PHP. Lastly, search for a xiaomi bullet-style security camera with night vision, under 1396 PHP.",1,Shop:1
"Find shops offering baby clothing that have at least three items matching these: First, a pink romper or onesie made of 100% cotton, suitable for babies from 24 months, with a forest-themed design, recommended for ages 0-9 months, free shipping, and priced above 8 PHP. Second, a multicolor cotton set from Hudson Baby, for unisex infants aged 0-3 months, fits 60-80cm height, up to 5kg, with a max recommended age of 3-6 months. Third, a girls' layette set with shapes design, for 0-3 months, up to 5kg, and priced over 157 PHP.",1,Shop:1
"I'm looking for a shop that offers these items: First, a clear varnish premium with a price ranging from 122 to 358 pesos. Second, a drawing pen set with fine line point, priced between 138 and 1165 pesos. Third, a shadow box frame in black, size 8 x 10. Lastly, replacement brush nibs from Ohuhu, with a price above 8 pesos. Can you help me find a store that has all of these?",1,Shop:1
"Find shops offering electrical tape under 619 PHP, radiator cap below 164 PHP, a universal bearing for less than 121 PHP, and an oil filter priced under 1375 PHP.",1,Shop:1
"Find a shop offering these items: First, a soap for normal skin, sold as a single piece, with free delivery and priced under 88 pesos. Second, a body lotion containing salicylic acid, labeled as premium, designed for whitening, and costing more than 140 pesos. Third, a soap with lifting benefits, regular size, suitable for normal skin, premium brand, sold as a single item, and priced below 97 pesos.",1,Shop:1
"Looking for a shop offering a yellow spark plug cap and a set of spark plugs for Suzuki F6A or K6A engines, with the spark plugs priced under 1934 pesos.",1,Shop:1
